Date,Close,High,Low,Open,Volume
2010-02-25,196.52981567382812,200.9987301648685,195.72378953242062,199.99883928938894,18954063
2010-02-26,199.76419067382812,203.03934999600153,197.1726389253262,197.73380057930586,22579233
2010-03-02,200.63143920898438,203.85558495339168,199.85600744078815,200.99874971085364,18210596
2010-03-03,209.1203155517578,209.77330138030018,201.61091722564552,201.61091722564552,26623966
2010-03-04,206.91647338867188,212.2220225912788,205.69212321516667,212.2220225912788,20781218
2010-03-05,206.05943298339844,209.36520045344238,205.1003527180694,208.54897149396643,11774505
2010-03-08,204.8962860107422,209.569254743143,204.46775936360822,208.38570171254676,11941298
2010-03-09,202.09042358398438,206.4674997728797,201.62108626693217,205.38598749237823,17459521
2010-03-10,205.84515380859375,207.916354487186,201.87619819159198,203.03933216337535,24807175
2010-03-11,207.4164276123047,208.14084595324576,205.488064429301,206.10023954184555,14583772
2010-03-12,208.46734619140625,210.79362812262698,206.9164961111764,207.12056357700388,22333253
2010-03-15,209.7834930419922,210.57933012068048,206.7328069432691,208.54894028493,18131701
2010-03-16,217.92547607421875,218.71111047960954,209.97736229358142,210.58953734018166,33998717
2010-03-17,218.28262329101562,220.8945806176166,217.4867860514507,219.32332514475314,21599472
2010-03-18,219.76202392578125,220.71090141704727,217.13986427212944,219.16005154469582,15292424
2010-03-19,222.8433074951172,223.75136050179907,218.3743931809931,220.13951298926236,19737747
2010-03-22,219.14988708496094,224.26157230313694,216.71137544095777,216.71137544095777,20468483
2010-03-23,222.71067810058594,223.23102894281513,219.76201878737058,219.9660725993233,20005544
2010-03-25,222.7208709716797,223.85341044333424,219.8538333096498,223.64934301862883,22967888
2010-03-26,224.5574188232422,226.71025464078195,223.47590638006568,223.85341955264607,18075516
2010-03-29,223.09840393066406,226.4959954036927,222.62906652045814,225.2206181567689,20249784
2010-03-30,222.0474853515625,225.62872503522254,220.99658099656605,223.64934861006435,18938795
2010-03-31,219.21104431152344,223.44528320470096,218.60907198724726,223.01675660827163,21647708
2010-04-01,222.8433074951172,224.15948171228175,219.7722025376531,219.9762563320201,12519976
2010-04-05,229.750732421875,230.51597510561012,223.75138670395432,223.75138670395432,19912935
2010-04-06,229.19979858398438,231.19958059004674,228.5876098550564,230.179284204168,12481837
2010-04-07,230.52615356445312,234.60736595936163,229.17937118240778,229.567073419262,20218574
2010-04-08,225.8021697998047,231.91375803887456,224.77167089221712,231.19954251333448,14723428
2010-04-09,229.50582885742188,230.79142218111315,226.1388460757351,226.1388460757351,16826518
2010-04-12,230.04660034179688,233.6482724582289,229.08752025142925,233.6482724582289,12699784
2010-04-13,228.7304229736328,231.40360957011566,226.7714655653717,230.1792594872338,13971281
2010-04-15,222.56784057617188,231.58726426181133,221.82301691856318,229.56707703517375,24286918
2010-04-16,221.2516632080078,223.4453099016147,218.57849003306058,221.6291764001751,18193722
2010-04-19,216.67050170898438,220.34356533569454,214.46665263555946,220.34356533569454,16389189
2010-04-20,216.9561767578125,220.33336238056563,215.15024620471303,218.31317534504686,16748550
2010-04-21,215.0992431640625,219.09882029181145,213.88509579477653,218.34379397849557,19187549
2010-04-22,219.51715087890625,223.22082286184343,214.27281815212717,214.36464236611124,25598349
2010-04-23,222.05772399902344,223.64938482485465,220.38442801500065,220.38442801500065,23235165
2010-04-26,218.598876953125,224.01665530484914,217.01740548037512,220.38438860873885,16652152
2010-04-27,216.55825805664062,217.93566202198585,215.28289460934755,216.91536581545202,13970196
2010-04-28,207.57968139648438,215.0686611887678,206.5083579373188,215.0686611887678,40110291
2010-04-29,211.21192932128906,212.2016176017078,207.96737819852174,208.95706647894048,23447044
2010-04-30,210.9160614013672,213.6912616231145,210.1814403632495,212.22203316863025,15821019
2010-05-03,208.90603637695312,210.71196704514858,207.75310513076866,209.3651710617189,12535244
2010-05-04,208.37547302246094,212.0179422577535,206.81442061665646,208.99785072247147,17348783
2010-05-05,208.2734832763672,208.86525301251535,204.7330539293546,206.10024185094653,14976570
2010-05-06,205.66151428222656,208.81422754431162,204.87587982859029,208.10002554971078,23863448
2010-05-07,210.7528076171875,216.30323538063948,199.16222288712737,199.16222288712737,72063684
2010-05-10,221.89137268066406,222.42585103275374,213.79194462665674,216.053209748973,38050844
2010-05-11,219.50674438476562,223.86480975166356,218.59196027483122,223.86480975166356,26325489
2010-05-12,222.6211395263672,223.95732848301873,218.73588319706568,221.20271152340655,15294301
2010-05-13,220.3290252685547,224.76931595882175,218.31445008040248,218.31445008040248,11947698
2010-05-14,214.54225158691406,220.16457233651943,212.7640742073829,219.48618602267322,18161695
2010-05-17,208.9713134765625,212.7023968890438,207.41926950326965,212.7023968890438,20611809
2010-05-18,209.80389404296875,212.4454511492617,207.17260137950382,209.68055605882677,15445191
2010-05-19,205.29165649414062,209.21802544646522,204.5618793076788,209.06383924336478,26097480
2010-05-20,205.5588836669922,208.24156709733552,204.28435002507368,205.77473885694232,18577281
2010-05-21,204.6543731689453,205.5383227944088,200.65605724709874,203.49291309148626,19167407
2010-05-24,210.2252960205078,215.6317615147938,208.9507624503369,209.26939927350864,24726303
2010-05-25,202.61924743652344,210.7083967185086,202.02310013337953,210.7083967185086,25245934
2010-05-26,207.2239990234375,207.62484745854147,203.71903497739495,204.52075929263626,13726569
2010-05-27,210.14308166503906,211.2634291030708,205.89807598708308,207.8304259109452,27405100
2010-05-28,213.103271484375,213.5863589561439,208.5499072183844,211.72595622321234,17535288
2010-05-31,214.943115234375,215.53926251244008,211.47926393321112,211.767066268751,16548811
2010-06-01,207.7378692626953,214.81971530115888,206.411945139999,214.47025777809438,19466130
2010-06-02,207.84071350097656,209.8861233333991,206.25783484034724,208.65271602362887,19728249
2010-06-03,211.90066528320312,213.38076205524126,209.65997065856337,209.65997065856337,17106958
2010-06-04,211.98292541503906,212.9696566946039,210.18419165994098,211.9417990327503,14088022
2010-06-07,207.1623077392578,208.65269649304406,205.56915106221376,208.65269649304406,13503377
2010-06-08,204.8291015625,208.1798791426553,204.56185557131508,207.56316184684874,15226706
2010-06-09,207.01840209960938,208.6526850679918,205.56913980600507,205.61025246206344,15242486
2010-06-10,208.72462463378906,209.15632122923535,207.03895090656886,207.6248199566335,13962908
2010-06-11,215.1075897216797,216.0223739309691,209.8861305016138,210.7084112178888,23307069
2010-06-14,218.62277221679688,219.9589746671509,215.66257873209915,216.85488689045835,15892958
2010-06-15,219.1572723388672,219.93844030416716,215.86817728685432,218.97226537354075,18992836
2010-06-16,217.4818878173828,220.50375055139196,216.89601871140408,219.95899410390183,11833071
2010-06-17,220.24679565429688,221.39797753292507,217.55383419775245,218.5816781013525,21047804
2010-06-18,216.7418212890625,224.02925918882653,215.9606670957385,222.05578307104864,38277934
2010-06-21,219.06475830078125,220.30845734198726,218.10886158095414,218.10886158095414,11792906
2010-06-22,218.68446350097656,220.94572836122148,217.27631376101905,218.52001286478287,12908863
2010-06-23,217.63607788085938,219.44508989066668,216.66990288323737,217.8416549124378,11659191
2010-06-24,216.26902770996094,219.09560537477404,215.29257460557216,217.6977337896205,18805263
2010-06-25,218.5097198486328,219.54784186408043,214.4086226071601,215.84760674360086,20325423
2010-06-28,224.1011962890625,224.4814883433254,218.96196352703546,220.78125337937962,31472648
2010-06-29,219.43478393554688,224.27593647601657,218.76668954318967,224.27593647601657,14213976
2010-06-30,224.03953552246094,224.8823586934364,217.38937129561558,217.90329321841148,26637611
2010-07-01,221.24380493164062,223.3200490667687,219.2395079485692,222.836961609015,13310905
2010-07-02,219.74313354492188,222.8266649986175,218.99280014769784,221.19239579821152,10948784
2010-07-05,219.6095428466797,220.60655235114248,218.45836085880023,219.95901419827496,6399512
2010-07-06,220.76072692871094,222.4052744994162,219.03394031533117,219.03394031533117,9255011
2010-07-07,216.57737731933594,220.94572069429418,216.05317721214223,220.781270063807,13738578
2010-07-08,217.30712890625,219.86646015509606,216.92682314541378,217.9032760942419,11977911
2010-07-09,217.4202117919922,219.13670639587866,216.57737487522525,218.71530166001094,12974909
2010-07-12,217.1324005126953,219.53755946979447,216.2690073029643,217.90329024763696,12563614
2010-07-13,220.84292602539062,221.55213305005486,217.33797611223633,217.33797611223633,15043285
2010-07-14,220.05148315429688,224.98515279705165,219.39366693910338,222.01466735844457,15970199
2010-07-15,220.668212890625,222.19970057287378,219.56840811856028,220.3598542322632,13877250
2010-07-16,218.5097198486328,220.78126271925055,217.903294446369,220.17483731698672,8779539
2010-07-19,217.09133911132812,219.11619276094623,216.62880790566504,217.5127576518228,9808534
2010-07-20,216.4540557861328,219.1161691819104,215.6626096217713,217.2866146112386,6845092
2010-07-21,217.57440185546875,218.52002049161933,217.00908905130592,217.6771835066771,9824712
2010-07-22,217.69772338867188,218.07802919192548,215.3542470281163,217.5743854165407,15879834
2010-07-23,217.9958038330078,220.14399507058718,217.2454703909969,218.71530278199222,13790021
2010-07-26,216.48489379882812,219.42453142490567,215.89902465118666,218.62280708233283,9113728
2010-07-27,216.5670928955078,218.1396931716362,216.07372729579015,217.6668839001353,12133425
2010-07-28,209.93746948242188,220.70930029322832,209.2693751420226,218.5199828866642,52927114
2010-07-29,207.65567016601562,211.42785231620635,207.21369540267995,211.42785231620635,46281590
2010-07-30,207.5529022216797,209.75249816516177,207.05953657447546,208.64242888958148,19242072
2010-08-02,208.56016540527344,210.05055405984302,207.9126273574889,208.8582458806904,12676917
2010-08-03,211.27371215820312,211.92125029533037,208.44713436250072,209.50581283459593,20104173
2010-08-04,208.86854553222656,211.9417991875391,208.14906026317183,211.3250955679898,18318233
2010-08-05,207.01840209960938,210.4411267740778,206.60726181651012,209.67025075046763,18308022
2010-08-06,205.58970642089844,207.64539421673751,205.26080515597448,207.39871826804455,19955917
2010-08-09,204.25350952148438,206.80257673033904,203.92460824745135,205.56915578516583,22253619
2010-08-10,203.08177185058594,206.06252198987065,202.75285685312483,203.71903179330766,19989721
2010-08-11,202.12588500976562,204.5207661482475,201.47834687037528,203.47236583779943,21917268
2010-08-12,199.93653869628906,202.12585621594806,199.4020604518569,201.45776184103664,24910354
2010-08-13,201.2727508544922,204.29462723912812,199.50486541399127,199.50486541399127,30512197
2010-08-16,200.82049560546875,203.9040409411484,200.4299253635799,201.45776923463458,14028775
2010-08-17,199.53573608398438,202.47537396405488,199.40210620033147,201.4578080611473,14788743
2010-08-18,198.2919921875,200.8410454543776,197.00718052887493,200.0187786175716,24859327
2010-08-19,200.88218688964844,202.46507925149356,198.10701361875334,198.10701361875334,20662946
2010-08-20,203.2359619140625,204.21241510360312,199.91601832512092,200.8821933489299,20996195
2010-08-23,200.82049560546875,203.9348754339291,200.5532633347027,203.9348754339291,13543428
2010-08-24,199.89544677734375,201.66334603868063,198.84704650748736,200.82050906780918,19276160
2010-08-25,198.9498291015625,201.01580887875312,198.4770197891357,199.4020820839932,18620473
2010-08-26,196.6166229248047,200.01879146125074,196.3288205938072,199.4020741409013,27834839
2010-08-27,195.20848083496094,197.53140101280465,194.5814853255276,197.1202744131981,24315870
2010-08-30,194.86927795410156,198.33311544074127,194.26285252739376,195.7223930507932,11908601
2010-08-31,188.9591522216797,195.28040121669576,188.0957590358449,194.19088843207865,46605039
2010-09-01,192.45382690429688,194.01614896056978,189.3291690692361,190.1617277773382,27886811
2010-09-02,192.71078491210938,194.60202196904356,192.41271815754786,194.26284255868046,17699285
2010-09-03,190.29534912109375,193.56390133811325,189.98700420039452,193.2350000893674,14440305
2010-09-06,195.83544921875,196.87357125674004,189.59642510400738,191.3746024156726,33928353
2010-09-07,197.8191680908203,199.34037740573626,195.9073748533889,196.3185151022202,28379708
2010-09-08,197.26416015625,198.31256038475001,195.70183797804378,196.33909790227563,11632859
2010-09-09,197.04827880859375,198.82645592857855,196.35962815310168,197.9527846133543,10114309
2010-09-13,204.0273895263672,204.64409313657956,198.44618137252195,199.81321845779718,27474309
2010-09-14,203.13314819335938,206.1858452689103,202.35199399853815,204.64407948497092,19472955
2010-09-15,208.42657470703125,209.4133060062071,203.30789751598348,203.30789751598348,33554695
2010-09-16,205.64108276367188,208.7246279628239,204.99354472143204,208.05651987045866,18540979
2010-09-17,211.1914520263672,212.02401072438906,206.59697566433593,206.59697566433593,31955142
2010-09-20,214.07972717285156,214.60392731044888,209.90666867955957,211.53067363987608,30419766
2010-09-21,212.79490661621094,215.53925889370785,210.71866248133435,214.20305633098337,21351925
2010-09-22,209.69081115722656,214.55252005585058,208.65268912652883,212.55850130817126,25872625
2010-09-23,205.0860595703125,210.5028031437224,204.74686642341473,209.690814435565,23030491
2010-09-24,205.90835571289062,207.41928715767997,203.94517127892792,205.56916254038137,22669074
2010-09-27,207.6659393310547,209.65995790027176,206.61752550745857,207.2136864235763,16465376
2010-09-28,205.2608184814453,208.03599169698506,204.1301791423202,207.2753937499545,19682506
2010-09-29,205.36358642578125,207.41927421786176,204.54130581994264,205.5691497159829,17790040
2010-09-30,202.94813537597656,205.98027603570674,201.0671765082584,205.98027603570674,28981699
2010-10-01,207.19313049316406,207.6248133523642,203.513438246533,203.92457850161904,19104034
2010-10-04,209.23855590820312,210.87282516788596,208.6424086678014,208.6424086678014,21163057
2010-10-05,210.4719696044922,212.1062526376208,207.41927243612446,208.8582566227231,22938984
2010-10-06,214.80947875976562,215.2308972240981,211.1092435057161,211.7362252587396,28137687
2010-10-07,213.61721801757812,217.02966520703794,212.25018076407864,214.80951272554395,31547758
2010-10-08,215.77561950683594,216.8343114435636,211.8492515342095,215.16919417867175,20865341
2010-10-11,219.7945556640625,220.42153746331454,216.48489041449807,217.08103771817295,25796876
2010-10-12,216.99880981445312,219.835665708894,215.05618172614217,219.54786336441518,13979878
2010-10-13,220.58596801757812,220.78126686096434,216.81378567789014,217.10157427706778,23967306
2010-10-14,217.69772338867188,222.32303456874908,216.71099216659084,220.98683203644725,24414709
2010-10-15,213.8638458251953,219.54783504599675,212.88739282445277,217.90328767935694,11601973
2010-10-18,215.3234100341797,218.92087752228136,212.4043288731853,214.2544534416357,22209315
2010-10-19,214.6964111328125,219.69174981377373,213.6377327895738,218.93113822828283,18579617
2010-10-20,215.73455810546875,218.80782557263268,213.38078965079083,213.66859200028864,18232837
2010-10-21,222.35385131835938,223.62838476289022,215.68313107602128,216.25872195588482,37273145
2010-10-22,222.38470458984375,224.8515326565275,220.853216927873,223.13503803549892,19627279
2010-10-25,224.14231872558594,226.51664324001638,223.24809100583113,223.65923129143803,18019151
2010-10-26,225.8896484375,226.32134505250605,223.47421125979685,224.2553791769536,15444185
2010-10-27,224.6356964111328,228.1817592662133,222.68279024130354,225.71493114235085,21946562
2010-10-28,222.42579650878906,226.31105206687548,220.9045871530455,226.00270716386203,36188021
2010-10-29,225.35519409179688,227.6061808826209,222.1174897195017,223.59758667548385,29722655
2010-11-01,224.72817993164062,231.24471412116438,223.91617755293638,230.44298990617756,30509287
2010-11-02,220.9560089111328,225.18045817660683,220.0206684626518,225.18045817660683,20360675
2010-11-03,218.99282836914062,223.02197885013896,218.44807189880294,222.42583155453516,19939993
2010-11-04,227.16419982910156,227.56506198332937,220.9868443220669,221.5829916096925,24311819
2010-11-08,228.56204223632812,230.03186079911367,226.23910864945694,228.9834606665694,22364112
2010-11-09,227.8836669921875,230.34020295402175,225.5607334330816,228.64426481223936,15410057
2010-11-10,226.57833862304688,229.60020154893803,225.9616349840423,227.50340094281225,11899060
2010-11-11,221.99412536621094,228.55178650378343,221.19241480397218,227.3594782412629,12690058
2010-11-12,218.2836151123047,223.5359082543119,217.28660568517856,222.0455194734882,19131902
2010-11-15,216.8137969970703,219.52730111498718,213.4219065577869,219.36285047830023,16084932
2010-11-16,211.83901977539062,217.69773852927779,211.0270310132051,217.69773852927779,19833309
2010-11-18,212.34266662597656,215.8065043581028,208.4471322326707,215.8065043581028,22776798
2010-11-19,204.79827880859375,212.96965308249943,202.91731976585368,212.96965308249943,24826481
2010-11-22,208.08737182617188,208.95076510329767,204.9935619260734,206.2886518417621,18956753
2010-11-23,204.6646728515625,206.5970229438696,200.42995869205217,206.52507578208426,33113827
2010-11-24,204.75717163085938,209.22829692758899,202.70147000950374,205.36359709096382,19703855
2010-11-25,201.35496520996094,206.1858394296686,200.018776468564,205.9802761533045,29112802
2010-11-26,197.82948303222656,203.59569830598497,196.99692421662593,202.48562903352865,30639363
2010-11-29,205.240234375,206.0727931439121,197.83975010277018,199.29929062823146,23409097
2010-11-30,202.6089324951172,207.35758117299295,201.68387035150428,205.52801321240233,30483669
2010-12-01,203.26678466796875,205.03468396174407,202.08476823208386,202.48563039497634,18726828
2010-12-02,207.86126708984375,208.33407642093886,204.551601772178,205.36360428411794,24834141
2010-12-03,206.7820281982422,210.50282005866308,205.15802320639884,208.44713212837306,19641270
2010-12-06,209.7113800048828,211.73623336608418,208.24156126691526,208.82743038463335,17790259
2010-12-07,211.89039611816406,213.73024242805784,209.6805358914329,209.6805358914329,22397973
2010-12-08,209.79359436035156,211.273691185802,207.86124458358165,210.68782209869957,16997335
2010-12-09,202.38282775878906,212.52766387078302,201.20079772295043,210.61587046330934,31716183
2010-12-10,210.48226928710938,211.7362466423134,201.32416312323122,202.85566466871163,26529301
2010-12-13,214.15167236328125,215.02534382543413,207.6248455319195,210.5130922059677,16834458
2010-12-14,216.9268341064453,217.90328710461236,214.20303838628885,214.4086153831485,20081132
2010-12-15,216.6493377685547,218.72559571847952,212.969658627927,216.6698940986274,21436026
2010-12-16,217.25575256347656,217.90330437401232,213.80219322317814,217.4304950830333,15530788
2010-12-20,217.2351837158203,219.54783921478523,214.7375212659443,214.81974657746034,15858100
2010-12-21,220.60655212402344,220.96630164080946,217.54357645486073,217.88276964054566,16089753
2010-12-22,217.09133911132812,220.98687391618276,215.5084603347889,220.53462087681177,15132141
2010-12-23,217.7799835205078,218.8694964915637,215.95041519995013,217.45106850711622,14589936
2010-12-24,217.84164428710938,218.8283755675092,215.84762539640622,216.46432901602697,9452996
2010-12-27,216.9268341064453,219.71229880890516,216.0839972366023,217.55381581571146,5782048
2010-12-28,215.41590881347656,217.84162413021772,214.2544351138518,217.14268153313964,8857349
2010-12-29,215.55979919433594,216.87544533007545,215.08698993637603,215.49813021145184,11184510
2010-12-30,216.0942840576172,217.02962443838746,215.0767183638149,216.34097371922877,14561753
2010-12-31,217.63607788085938,219.23952658160553,216.50545223598843,217.5024617299696,9973432
2011-01-03,216.99880981445312,219.23951841231298,216.38210618773195,218.931159737694,10411256
2011-01-04,221.4185333251953,221.99412426311372,217.34827037900746,217.90330498780432,22021878
2011-01-05,221.1512908935547,224.0703718298907,219.95898269169768,222.01467039953644,25943243
2011-01-06,223.16590881347656,224.35820352184865,220.8943655009099,221.6035726817916,21763180
2011-01-07,219.01336669921875,223.60784332557222,217.49215722881462,222.28191897512949,17875107
2011-01-10,212.4454345703125,220.05149589244186,209.92721564467988,219.0133738285596,18478415
2011-01-11,208.39572143554688,215.5803640639501,205.28135534140785,213.79190859938635,21147094
2011-01-12,211.90066528320312,212.89767462848195,206.18584147345229,209.81414311736467,23195000
2011-01-13,208.72462463378906,213.61716775216038,207.8509532792553,211.73620891575692,24336418
2011-01-14,205.8775177001953,211.6951237466356,205.15801870686371,208.45740572167674,19111808
2011-01-17,205.13746643066406,207.2137244093659,203.9348936597108,206.1858667239353,14046519
2011-01-18,204.51048278808594,207.2137225408352,203.5134733296991,206.5661706953763,14871527
2011-01-19,201.48861694335938,206.59700214091862,200.4299385100837,205.486932882971,23491557
2011-01-20,199.37124633789062,200.96441679265686,196.22604553312553,200.96441679265686,41343304
2011-01-21,202.8556365966797,204.0273747434358,200.018780983726,200.4299212682503,19528676
2011-01-24,199.73097229003906,204.72629708409133,198.1892065641909,204.56184646453897,22242712
2011-01-25,197.0380401611328,202.4753542433211,196.57550900281373,200.8616274105659,20325555
2011-01-27,193.7900390625,198.86758943027948,193.23500447014297,198.5798008311025,28105152
2011-01-28,187.68463134765625,194.44785555240392,185.42336659572192,194.26284859554752,33855702
2011-01-31,188.979736328125,190.94292075073835,185.6495147807433,186.83153121134131,25332450
2011-02-01,184.087158203125,190.7064736810826,182.65845235413371,190.17199547342213,37898873
2011-02-02,189.39083862304688,190.7475835877608,186.5128706401441,187.06790516616599,28465716
2011-02-03,194.03672790527344,194.77678322596287,188.0957838999452,190.7681753968423,17047728
2011-02-04,189.12362670898438,194.75622573246932,187.71547695311313,194.75622573246932,20715343
2011-02-07,190.98403930664062,192.9883364514926,187.97245450665812,190.29537477919354,14586353
2011-02-08,188.1471710205078,192.35106390071823,187.32489039648962,192.35106390071823,19685333
2011-02-09,187.951904296875,192.65942771022796,185.76258638084164,186.73903957154494,38228022
2011-02-10,184.94029235839844,189.2880796576235,181.94926400721488,187.5818630994554,28347803
2011-02-11,187.0576934814453,188.09581576123122,182.55571925012092,185.00199153271592,20012347
2011-02-14,188.05467224121094,188.76387934833988,183.79938843088723,186.26621664212198,30145949
2011-02-15,193.58444213867188,194.22171570203173,187.3351405210599,187.97241408441977,27266420
2011-02-16,194.08810424804688,195.455141250571,192.8444189381115,192.88553159480256,11041551
2011-02-17,196.10267639160156,196.41102129060945,192.4640968031931,194.84869930142622,14091434
2011-02-18,192.32022094726562,197.96308408753094,191.59044383798272,196.53437808433654,15747939
2011-02-21,196.5960693359375,197.53139604905533,192.0427051345493,192.43328911687723,25629860
2011-02-22,202.45477294921875,207.50148868496757,201.3035774167304,203.92459156486078,88922943
2011-02-23,204.67491149902344,206.0419484765524,202.48560768019237,202.77339627176772,31184499
2011-02-24,198.2097930908203,205.28137664672022,197.00720658457314,204.74688460671007,32903650
2011-02-25,198.63119506835938,201.92030374455663,196.2260359784389,201.60166692461522,15101417
2011-02-28,198.2200469970703,204.3974019718683,197.34637560947994,199.44317596168455,22487428
2011-03-01,203.2770538330078,204.06849995861364,198.82648502272198,200.1626875990309,12622459
2011-03-03,200.9232940673828,202.48563005578427,199.01151418739715,200.4710548020756,19518684
2011-03-04,201.9100341796875,204.50020033972137,201.0671972152457,202.4136779808751,15419957
2011-03-07,200.851318359375,202.1361299843596,198.16864903166604,200.2448929809485,11821324
2011-03-08,202.475341796875,204.0068294910501,201.0466357487822,201.0466357487822,12057689
2011-03-09,204.30490112304688,206.4736486513533,199.01149563179388,203.2462090467838,32473255
2011-03-10,202.43421936035156,204.13015760634025,201.86889288917317,204.06848862166964,9853822
2011-03-11,203.9348907470703,204.52075987641123,199.84405756168243,201.21109467848908,15000438
2011-03-14,209.34133911132812,209.83470471439648,203.9759864626453,204.11988076113985,28811267
2011-03-15,213.22659301757812,215.7653681591493,203.28732017456292,205.14772276400893,56447390
2011-03-16,215.25143432617188,216.87543905183435,213.40131000314688,214.81973773596508,20605120
2011-03-17,211.91098022460938,215.6009514924426,211.32511105697068,213.64804511863528,12381790
2011-03-18,204.13015747070312,212.76406232413268,202.81451129772415,212.76406232413268,40501886
2011-03-21,203.57510375976562,205.5691222988396,201.6838668520843,205.37383719919362,15546778
2011-03-22,205.4971923828125,206.5764270479312,203.9554266151407,204.14043356715578,9793572
2011-03-23,208.29296875,208.99189773672643,204.70577915796395,205.53833802065964,11419987
2011-03-24,207.68653869628906,210.08141985279983,206.36061418896793,208.83772066887525,11233928
2011-03-25,211.03729248046875,211.72594320745733,207.62483217071636,210.4822441661607,15392440
2011-03-28,210.852294921875,213.04161275888526,208.50880460427146,210.96535474097672,19079527
2011-03-29,210.24583435058594,212.14734951725964,209.5982963176565,209.6805216269155,18101992
2011-03-30,212.25015258789062,213.27799650245447,210.52336602901292,211.22230867332678,12257428
2011-03-31,215.66262817382812,216.85493660552996,212.66132134621023,212.66132134621023,31502965
2011-04-01,213.0518798828125,219.11616180873813,211.94179691251966,215.6523241999697,18772571
2011-04-04,215.98126220703125,216.83437742468922,211.53069285442575,213.79194425024275,13111730
2011-04-05,215.3645477294922,217.6977461698633,213.79193353018871,216.3615572202505,10756797
2011-04-06,214.7888946533203,216.7212442071783,213.79188538707533,214.8197291426363,9083271
2011-04-07,214.18252563476562,215.3439858161445,212.78465391727698,214.83006380320933,10163661
2011-04-08,210.48226928710938,216.0326433124985,209.8141748088758,214.2030749683139,11995738
2011-04-11,206.65866088867188,209.56746375604652,206.3194814626464,208.24155310018782,11296579
2011-04-13,210.05055236816406,210.50279157582108,204.87020686006298,205.9494415051838,19116564
2011-04-15,209.87582397460938,210.67754825076412,206.59699344099536,209.403014685021,14174275
2011-04-18,207.45008850097656,214.75806859341972,205.69246765092117,209.51605425629452,14793743
2011-04-19,207.9640350341797,209.1563433099789,205.31219992221395,206.5353289696757,12022958
2011-04-20,210.89340209960938,211.83902073436064,207.2548355945999,208.85827051862807,10315413
2011-04-21,213.91525268554688,214.65530797566672,211.73622691827984,212.72295815676227,14934401
